Lemmatized	Original
severe_allergic_reaction	severe_allergic_reactions
investigation	investigations
incompatibility	incompatibilities
bad_harvest	bad_harvests
misconception	misconceptions
heavy_downpour	heavy_downpours
psychological_disorder	psychological_disorders
chemical_change_in_the_body	chemical_changes_in_the_body
negative_health_effect	negative_health_effects
congenital_anomaly	congenital_anomalies
washout	washouts
damage_to_the_eye	damage_to_the_eyes
environmental_contaminant	environmental_contaminants
fine	fines
natural_factor	natural_factors
falling_rock	falling_rocks
observation	observations
vacancy	vacancies
antibody	antibodies
life-threatening_complication	life-threatening_complications
heavy_rainfall	heavy_rainfalls
medical_procedure	medical_procedures
behavioral_change	behavioral_changes
kidney	kidneys
reproductive_problem	reproductive_problems
cough	coughs
med	meds
hormone_imbalance	hormone_imbalances
gm_crop	gm_crops
neurodevelopmental_disorder	neurodevelopmental_disorders
therapy	therapies
endocrine_disorder	endocrine_disorders
various_disease	various_diseases
anal_fissure	anal_fissures
physical_illness	physical_illnesses
unnecessary_biopsy	unnecessary_biopsies
false_positive	false_positives
activity_limitation	activity_limitations
muscle_problem	muscle_problems
lifestyle_choice	lifestyle_choices
traumatic_experience	traumatic_experiences
severe_problem	severe_problems
traffic_crash	traffic_crashes
jitter	jitters
undesirable_side_effect	undesirable_side_effects
harm	harms
equipment_failure	equipment_failures
herbicide	herbicides
emergency	emergencies
preventable_disease	preventable_diseases
fa	fas
debt	debts
decision	decisions
accidental_injury	accidental_injuries
staph_infection	staph_infections
le_pain	less_pain
smaller_incision	smaller_incisions
risk	risks
illicit_drug	illicit_drugs
upper_respiratory_infection	upper_respiratory_infections
food-borne_illness	food-borne_illnesses
metabolic_disorder	metabolic_disorders
flu-like_symptom	flu-like_symptoms
efficiency	efficiencies
supply_chain_disruption	supply_chain_disruptions
stronger_hurricane	stronger_hurricanes
inflammation_of_the_gum	inflammation_of_the_gums
discussion	discussions
combustion_of_fossil_fuel	combustion_of_fossil_fuels
human_right_violation	human_rights_violations
choice	choices
mood_change	mood_changes
genetic_defect	genetic_defects
offense	offenses
mold	molds
religious_difference	religious_differences
antipsychotic	antipsychotics
flashback	flashbacks
breach	breaches
handgun	handguns
program	programs
peril	perils
weather_event	weather_events
electrolyte_imbalance	electrolyte_imbalances
spore	spores
production_of_substance	production_of_substances
sign	signs
breathing_difficulty	breathing_difficulties
promotion	promotions
memory	memories
freezing_temperature	freezing_temperatures
high_blood_glucose_level	high_blood_glucose_levels
stem_cell	stem_cells
triglyceride	triglycerides
ventricular_arrhythmia	ventricular_arrhythmias
metastasis	metastases
prescription_medication	prescription_medications
environmental_exposure	environmental_exposures
stronger_storm	stronger_storms
production_of_prostaglandin	production_of_prostaglandins
damage_to_cell	damage_to_cells
recurrent_ear_infection	recurrent_ear_infections
mammogram	mammograms
burst_pipe	burst_pipes
vulnerability	vulnerabilities
pain_medication	pain_medications
change_in_brain_chemistry	changes_in_brain_chemistry
skin_condition	skin_conditions
food_intolerance	food_intolerances
menstrual_cramp	menstrual_cramps
retinal_disease	retinal_diseases
ice_dam	ice_dams
clogged_gutter	clogged_gutters
feature	features
canker_sore	canker_sores
accidental_death	accidental_deaths
particle	particles
food_sensitivity	food_sensitivities
lung_complication	lung_complications
emission_of_sulfur_dioxide	emissions_of_sulfur_dioxide
vascular_problem	vascular_problems
rising_level_of_carbon_dioxide	rising_levels_of_carbon_dioxide
war_on_drug	war_on_drugs
man-made_factor	man-made_factors
pulmonary_embolism	pulmonary_embolisms
stress_fracture	stress_fractures
harmful_chemical	harmful_chemicals
increase_in_greenhouse_gas	increases_in_greenhouse_gases
increase_in_greenhouse_gas	increase_in_greenhouse_gases
traumatic_injury	traumatic_injuries
emotional_change	emotional_changes
consumption_of_fossil_fuel	consumption_of_fossil_fuels
gastrointestinal_problem	gastrointestinal_problems
cascade_of_event	cascade_of_events
shot	shots
hairball	hairballs
traumatic_brain_injury	traumatic_brain_injuries
division	divisions
air_pollutant	air_pollutants
hormone_level	hormone_levels
spinal_injury	spinal_injuries
alteration	alterations
sharp_edge	sharp_edges
loud_sound	loud_sounds
childhood_vaccination	childhood_vaccinations
microscopic_organism	microscopic_organisms
breast_implant	breast_implants
thyroid_disorder	thyroid_disorders
deadline	deadlines
greenhouse_emission	greenhouse_emissions
algae_bloom	algae_blooms
manufacturing_defect	manufacturing_defects
characteristic	characteristics
repetitive_motion	repetitive_motions
anxiety_attack	anxiety_attacks
upgrade	upgrades
silicone_breast_implant	silicone_breast_implants
automobile_crash	automobile_crashes
psychiatric_disorder	psychiatric_disorders
grain	grains
extenuating_circumstance	extenuating_circumstances
approach	approaches
harmful_side_effect	harmful_side_effects
extreme_case	extreme_cases
goose	geese
vitamin_deficiency	vitamin_deficiencies
neuroma	neuromas
movement_disorder	movement_disorders
permanent_scar	permanent_scars
pharmaceutical	pharmaceuticals
fever_blister	fever_blisters
willful_violation	willful_violations
feeling_of_sadness	feelings_of_sadness
manual_process	manual_processes
major_health_problem	major_health_problems
recreational_activity	recreational_activities
sinus	sinuses
dam	dams
intrusion	intrusions
nosebleed	nosebleeds
harmful_effect	harmful_effects
computer_virus	computer_viruses
x-ray	x-rays
painful_joint	painful_joints
own_action	own_actions
concussion	concussions
histamine	histamines
rising_sea_temperature	rising_sea_temperatures
major_complication	major_complications
attachment	attachments
job	jobs
serious_head_injury	serious_head_injuries
food_particle	food_particles
infertility_in_woman	infertility_in_women
vaginal_infection	vaginal_infections
artificial_sweetener	artificial_sweeteners
repair	repairs
psychological_cause	psychological_causes
cancer_in_human	cancer_in_humans
budget_cut	budget_cuts
more_question	more_questions
answer	answers
eye_disorder	eye_disorders
environmental_condition	environmental_conditions
blood_transfusion	blood_transfusions
loud_noise	loud_noises
plane_crash	plane_crashes
disagreement	disagreements
distortion	distortions
muscular_imbalance	muscular_imbalances
new_technology	new_technologies
tendon_rupture	tendon_ruptures
hacker	hackers
neurotransmitter	neurotransmitters
polyp	polyps
weak_muscle	weak_muscles
limited_resource	limited_resources
rising_price	rising_prices
diet_soda	diet_sodas
fine_particle	fine_particles
catastrophic_consequence	catastrophic_consequences
tonsil_stone	tonsil_stones
scarring_of_the_lung	scarring_of_the_lungs
throat_infection	throat_infections
middle_ear_infection	middle_ear_infections
environmental_toxin	environmental_toxins
value	values
fertility_problem	fertility_problems
rumor	rumors
construction_defect	construction_defects
malignancy	malignancies
exacerbation	exacerbations
specie_extinction	species_extinctions
specie_extinction	species_extinction
damage_to_the_nerve	damage_to_the_nerves
subluxation	subluxations
temperature_increase	temperature_increases
sl	sls
money_worry	money_worries
water_quality_problem	water_quality_problems
high-risk_type	high-risk_types
repetitive_activity	repetitive_activities
blemish	blemishes
core_issue	core_issues
genital_herpes_infection	genital_herpes_infections
gang	gangs
ct	cts
missed_school_day	missed_school_days
bunion	bunions
muscle_ache	muscle_aches
puffy_eye	puffy_eyes
bank	banks
exposure_to_asbestos_fibre	exposure_to_asbestos_fibres
multiple_stroke	multiple_strokes
lower_interest_rate	lower_interest_rates
claim	claims
agent	agents
anabolic_steroid	anabolic_steroids
ovulation_problem	ovulation_problems
processed_food	processed_foods
large_dos	large_doses
neurological_problem	neurological_problems
nonsteroidal_anti-inflammatory_drug	nonsteroidal_anti-inflammatory_drugs
molecule	molecules
human_factor	human_factors
lack_of_red_blood_cell	lack_of_red_blood_cells
osteoporotic_fracture	osteoporotic_fractures
stressful_life_event	stressful_life_events
bone	bones
lifestyle_factor	lifestyle_factors
flaw	flaws
internal_organ	internal_organs
murder	murders
technological_advance	technological_advances
joint_pain	joint_pains
anti-inflammatory_drug	anti-inflammatory_drugs
aromatase_inhibitor	aromatase_inhibitors
game	games
erection_problem	erection_problems
cell_change	cell_changes
weak_bone	weak_bones
argument	arguments
dust_storm	dust_storms
train_accident	train_accidents
feeling_of_deprivation	feelings_of_deprivation
serious_consequence	serious_consequences
vehicle_defect	vehicle_defects
inflammation_in_the_lung	inflammation_in_the_lungs
inflammatory_process	inflammatory_processes
health_impact	health_impacts
esophageal_varix	esophageal_varices
intestine	intestines
addiction	addictions
biological_agent	biological_agents
plasmodium_specie	plasmodium_species
abrasion	abrasions
respiratory_symptom	respiratory_symptoms
negative_side_effect	negative_side_effects
fatal_disease	fatal_diseases
breathing_in_asbestos_fiber	breathing_in_asbestos_fibers
loss_of_job	loss_of_jobs
fallopian_tube	fallopian_tubes
surgical_complication	surgical_complications
uric_acid_crystal	uric_acid_crystals
extension	extensions
t_cell	t_cells
oil	oils
remission_of_sin	remission_of_sins
bladder_cancer_in_rat	bladder_cancer_in_rats
blackhead	blackheads
computer_crash	computer_crashes
high_fever	high_fevers
bone_deformity	bone_deformities
scald	scalds
product_defect	product_defects
human_impact	human_impacts
learning_disability	learning_disabilities
bloodstream_infection	bloodstream_infections
fatal_complication	fatal_complications
cancer_in_rat	cancer_in_rats
danger	dangers
fertility_drug	fertility_drugs
water_leak	water_leaks
man-made_greenhouse_gas	man-made_greenhouse_gases
agreement	agreements
careless_driver	careless_drivers
enlarged_tonsil	enlarged_tonsils
chronic_health_problem	chronic_health_problems
pandemic	pandemics
influenza_a_virus	influenza_a_viruses
injury_to_the_spinal_cord	injuries_to_the_spinal_cord
new_specie	new_species
metabolic_change	metabolic_changes
tumour	tumours
marital_problem	marital_problems
temperature_rise	temperature_rises
pothole	potholes
sleeping_problem	sleeping_problems
respiratory_illness	respiratory_illnesses
broken_pipe	broken_pipes
human_right_abuse	human_rights_abuses
devastating_injury	devastating_injuries
termite	termites
devastating_complication	devastating_complications
haemorrhoid	haemorrhoids
cancer_of_the_lung	cancer_of_the_lungs
cancer_of_the_lung	cancers_of_the_lung
cancer_of_the_lung	cancers_of_the_lungs
tidal_wave	tidal_waves
new_product	new_products
crystal	crystals
pulmonary_embolus	pulmonary_emboli
emotional_issue	emotional_issues
soft-tissue_infection	soft-tissue_infections
use_of_cell_phone	use_of_cell_phones
natural_phenomenon	natural_phenomena
facial_expression	facial_expressions
drier_condition	drier_conditions
sunburn	sunburns
construction_accident	construction_accidents
unforeseen_problem	unforeseen_problems
rollover	rollovers
high_blood_sugar_level	high_blood_sugar_levels
output	outputs
k	ks
volatile_sulfur_compound	volatile_sulfur_compounds
nasal_polyp	nasal_polyps
profit	profits
water-borne_disease	water-borne_diseases
new_challenge	new_challenges
tool	tools
memory_problem	memory_problems
disruption	disruptions
blizzard_condition	blizzard_conditions
secondary_bacterial_infection	secondary_bacterial_infections
trauma	traumas
weight_loss_pill	weight_loss_pills
major_disease	major_diseases
fall_accident	fall_accidents
free_radical_in_the_body	free_radicals_in_the_body
changing_weather_pattern	changing_weather_patterns
filter	filters
helicobacter_pylorus_bacteria	helicobacter_pylori_bacteria
sleeping_disorder	sleeping_disorders
major_problem	major_problems
airplane_accident	airplane_accidents
incomplete_application	incomplete_applications
ice_storm	ice_storms
eye_condition	eye_conditions
low_price	low_prices
catheter	catheters
treatable_condition	treatable_conditions
environmental_influence	environmental_influences
computer	computers
cardiac_complication	cardiac_complications
