Source	Target	Comment
depression	inadequate_intake	removed by SMT
depression	exercise	removed by SMT
depression	weakened_immune_system	removed by SMT
depression	disease_progression	removed by SMT
depression	heavy_drinking	removed by SMT
depression	separation	removed by SMT
depression	passivity	removed by SMT
depression	alzheimer_'s_disease	removed by SMT
protest	turmoil	removed by SMT
protest	damage	removed by SMT
protest	revolution	removed by SMT
protest	issue	removed by SMT
violence	cost	removed by SMT
violence	arrest	removed by SMT
violence	compassion	removed by SMT
violence	brain_injury	removed by SMT
violence	fatality	removed by SMT
violence	condition	removed by SMT
violence	misery	removed by SMT
violence	disaster	removed by SMT
violence	injustice	removed by SMT
violence	pregnancy	removed by SMT
violence	disease	removed by SMT
violence	physical_pain	removed by SMT
violence	rape	removed by SMT
violence	mental_disorder	removed by SMT
violence	divorce	removed by SMT
violence	hospitalization	removed by SMT
violence	low_self-esteem	removed by SMT
violence	emotional_pain	removed by SMT
violence	alcoholism	removed by SMT
violence	aggressive_behavior	removed by SMT
violence	bodily_harm	removed by SMT
violence	terrorism	removed by SMT
violence	anguish	removed by SMT
violence	effect	removed by SMT
violence	hiv_infection	removed by SMT
violence	hurt	removed by SMT
death	depression	removed by SMT
death	stress	removed by SMT
death	kidney	removed by SMT
death	tear	removed by SMT
death	family	removed by SMT
death	turmoil	removed by SMT
death	outrage	removed by SMT
death	alienation	removed by SMT
death	impurity	removed by SMT
death	withdrawal	removed by SMT
death	horror	removed by SMT
death	series_of_event	removed by SMT
death	feeling_of_abandonment	removed by SMT
death	attention	removed by SMT
death	research	removed by SMT
death	emotional_pain	removed by SMT
death	rumor	removed by SMT
death	world_war	removed by SMT
death	happiness	removed by SMT
death	god	removed by SMT
death	liability	removed by SMT
death	coldness	removed by SMT
death	strife	removed by SMT
death	struggle	removed by SMT
death	physical_deterioration	removed by SMT
death	foreclosure	removed by SMT
death	arrest	removed by SMT
death	impact	removed by SMT
death	color	removed by SMT
death	guilt	removed by SMT
death	excitement	removed by SMT
death	uncertainty	removed by SMT
death	lethargy	removed by SMT
death	man	removed by SMT
death	dispute	removed by SMT
death	permanent_damage	removed by SMT
death	madness	removed by SMT
death	growth	removed by SMT
death	international_outcry	removed by SMT
death	curse	removed by SMT
death	allegation	removed by SMT
death	transformation	removed by SMT
death	difficulty	removed by SMT
death	turnover	removed by SMT
death	heartbreak	removed by SMT
death	regret	removed by SMT
death	freedom	removed by SMT
death	escalation	removed by SMT
death	poverty	removed by SMT
death	debt	removed by SMT
death	tax	removed by SMT
death	sex	removed by SMT
death	killing	removed by SMT
death	unemployment	removed by SMT
death	hospitalization	removed by SMT
death	unresolved_grief	removed by SMT
death	chain_reaction	removed by SMT
death	vision	removed by SMT
death	power_struggle	removed by SMT
death	looting	removed by SMT
death	decay	removed by SMT
death	move	removed by SMT
death	rupture	removed by SMT
death	embarrassment	removed by SMT
death	misery	removed by SMT
chaos	violence	removed by SMT
chaos	starvation	removed by SMT
chaos	uncertainty	removed by SMT
chaos	damage	removed by SMT
chaos	tragedy	removed by SMT
chaos	disorder	removed by SMT
chaos	action	removed by SMT
chaos	poverty	removed by SMT
chaos	disaster	removed by SMT
arrest	trial	removed by SMT
arrest	injury	removed by SMT
arrest	anger	removed by SMT
arrest	embarrassment	removed by SMT
arrest	imprisonment	removed by SMT
arrest	humiliation	removed by SMT
arrest	criminal_charge	removed by SMT
arrest	concern	removed by SMT
delay	disappointment	removed by SMT
delay	abandonment	removed by SMT
delay	serious_complication	removed by SMT
delay	financial_problem	removed by SMT
delay	lost_productivity	removed by SMT
delay	injustice	removed by SMT
delay	disruption	removed by SMT
delay	discomfort	removed by SMT
delay	tragedy	removed by SMT
delay	cancellation	removed by SMT
delay	financial_hardship	removed by SMT
delay	panic	removed by SMT
delay	serious_consequence	removed by SMT
delay	casualty	removed by SMT
delay	loss_of_productivity	removed by SMT
delay	major_problem	removed by SMT
delay	violence	removed by SMT
delay	serious_problem	removed by SMT
injury	peripheral_neuropathy	removed by SMT
injury	termination	removed by SMT
injury	eventual_death	removed by SMT
injury	suspension	removed by SMT
injury	life	removed by SMT
injury	wound	removed by SMT
injury	degeneration	removed by SMT
injury	development	removed by SMT
injury	diabetes	removed by SMT
injury	structural_damage	removed by SMT
injury	high_medical_bill	removed by SMT
injury	ingrown_toenail	removed by SMT
injury	serious_health_problem	removed by SMT
injury	crp	removed by SMT
injury	fibrosis	removed by SMT
injury	delay	removed by SMT
injury	fungal_infection	removed by SMT
injury	decline	removed by SMT
injury	setback	removed by SMT
injury	tear	removed by SMT
injury	fine	removed by SMT
injury	septicemia	removed by SMT
injury	early_death	removed by SMT
injury	sexual_dysfunction	removed by SMT
injury	pain_in_the_joint	removed by SMT
injury	toothache	removed by SMT
injury	emotional_trauma	removed by SMT
injury	insanity	removed by SMT
injury	deviated_septum	removed by SMT
injury	rheumatoid_arthritis	removed by SMT
injury	lymphedema	removed by SMT
injury	tbi	removed by SMT
injury	wear_and_tear	removed by SMT
injury	muscular_pain	removed by SMT
injury	alteration	removed by SMT
injury	contamination	removed by SMT
injury	apoptosis	removed by SMT
injury	carpal_tunnel_syndrome	removed by SMT
injury	atherosclerosis	removed by SMT
injury	sepsis	removed by SMT
injury	tension	removed by SMT
injury	imbalance_in_the_body	removed by SMT
injury	mental_retardation	removed by SMT
injury	kidney_failure	removed by SMT
injury	dementia	removed by SMT
injury	severe_headache	removed by SMT
injury	contracture	removed by SMT
injury	health_complication	removed by SMT
injury	frozen_shoulder	removed by SMT
injury	retinal_detachment	removed by SMT
injury	negative_effect	removed by SMT
injury	loss_of_memory	removed by SMT
injury	severe_damage	removed by SMT
injury	neuralgia	removed by SMT
injury	fever	removed by SMT
injury	compression	removed by SMT
injury	tenderness	removed by SMT
injury	degenerative_disease	removed by SMT
injury	loss_of_vision	removed by SMT
injury	economic_hardship	removed by SMT
injury	ischemia	removed by SMT
injury	issue	removed by SMT
injury	compensation	removed by SMT
injury	cartilage	removed by SMT
injury	layoff	removed by SMT
injury	infertility	removed by SMT
injury	obstruction	removed by SMT
injury	actual_damage	removed by SMT
injury	vision_problem	removed by SMT
injury	obstacle	removed by SMT
injury	endothelial_dysfunction	removed by SMT
injury	spinal_cord_injury	removed by SMT
injury	breakdown	removed by SMT
injury	job_loss	removed by SMT
injury	uncertainty	removed by SMT
injury	weight_loss	removed by SMT
injury	neuropathy	removed by SMT
injury	hypothyroidism	removed by SMT
injury	personality_change	removed by SMT
injury	spasm	removed by SMT
injury	mutation	removed by SMT
injury	physical_stress	removed by SMT
injury	muscle_damage	removed by SMT
injury	litigation	removed by SMT
injury	nerve_injury	removed by SMT
injury	removal	removed by SMT
injury	abdominal_pain	removed by SMT
injury	skull_fracture	removed by SMT
injury	ed	removed by SMT
injury	sore	removed by SMT
injury	persistent_pain	removed by SMT
injury	tissue	removed by SMT
injury	cellular_damage	removed by SMT
injury	production	removed by SMT
injury	consequence	removed by SMT
injury	dvt	removed by SMT
injury	emotional_problem	removed by SMT
injury	damage_to_the_nerve	removed by SMT
injury	double_vision	removed by SMT
injury	pelvic_floor_dysfunction	removed by SMT
injury	discharge	removed by SMT
injury	serious_complication	removed by SMT
injury	high_morbidity	removed by SMT
injury	excessive_bleeding	removed by SMT
injury	disabling_condition	removed by SMT
injury	blurred_vision	removed by SMT
change	breast_cancer	removed by SMT
change	obesity	removed by SMT
change	phenomenon	removed by SMT
change	litigation	removed by SMT
change	divorce	removed by SMT
change	revolution	removed by SMT
change	complaint	removed by SMT
change	malfunction	removed by SMT
change	flood	removed by SMT
change	difference	removed by SMT
change	economic_growth	removed by SMT
change	abuse	removed by SMT
change	ischemia	removed by SMT
change	poverty	removed by SMT
change	setback	removed by SMT
change	ad	removed by SMT
change	displacement	removed by SMT
change	tragedy	removed by SMT
change	current_situation	removed by SMT
change	feeling_of_isolation	removed by SMT
change	traffic	removed by SMT
change	variation	removed by SMT
change	social_problem	removed by SMT
change	catastrophe	removed by SMT
change	response	removed by SMT
change	distortion	removed by SMT
change	trauma	removed by SMT
change	confrontation	removed by SMT
change	pathology	removed by SMT
change	heart	removed by SMT
change	policy	removed by SMT
change	weakness	removed by SMT
change	severe_pain	removed by SMT
change	sign	removed by SMT
change	transition	removed by SMT
change	hot_flash	removed by SMT
change	rejection	removed by SMT
change	genetic_disease	removed by SMT
change	agitation	removed by SMT
change	higher_price	removed by SMT
change	disturbance	removed by SMT
change	sunburn	removed by SMT
change	disorientation	removed by SMT
change	lifestyle	removed by SMT
change	decay	removed by SMT
change	concentration	removed by SMT
change	white_blood_cell	removed by SMT
change	environmental_problem	removed by SMT
change	flooding	removed by SMT
change	gain	removed by SMT
change	hypoxia	removed by SMT
change	dislocation	removed by SMT
change	question	removed by SMT
change	malnutrition	removed by SMT
change	premature_aging	removed by SMT
change	stressor	removed by SMT
change	sickness	removed by SMT
change	financial_problem	removed by SMT
change	cellulite	removed by SMT
change	peace	removed by SMT
change	vicious_cycle	removed by SMT
change	emphysema	removed by SMT
change	heartburn	removed by SMT
change	long-term_effect	removed by SMT
change	body	removed by SMT
change	violence	removed by SMT
change	neck_pain	removed by SMT
cancellation	headache	removed by SMT
turmoil	recession	removed by SMT
turmoil	stress	removed by SMT
riot	violence	removed by SMT
riot	looting	removed by SMT
riot	destruction	removed by SMT
traffic_jam	frustration	removed by SMT
damage	incontinence	removed by SMT
damage	seizure	removed by SMT
damage	loss_of_hearing	removed by SMT
damage	loss_of_life	removed by SMT
damage	chronic_disease	removed by SMT
damage	dry_skin	removed by SMT
damage	alzheimer_'s_disease	removed by SMT
damage	lymphedema	removed by SMT
damage	difficulty	removed by SMT
damage	loss_of_vision	removed by SMT
damage	rust	removed by SMT
damage	carpal_tunnel_syndrome	removed by SMT
damage	data_loss	removed by SMT
damage	emphysema	removed by SMT
damage	sinking	removed by SMT
damage	fatality	removed by SMT
damage	demolition	removed by SMT
damage	pulmonary_edema	removed by SMT
damage	alzheimer_'s	removed by SMT
damage	back_pain	removed by SMT
damage	hallucination	removed by SMT
damage	muscle_weakness	removed by SMT
damage	severe_problem	removed by SMT
damage	wound	removed by SMT
damage	decline	removed by SMT
damage	circumstance	removed by SMT
damage	miscarriage	removed by SMT
damage	birth_defect	removed by SMT
damage	breast_cancer	removed by SMT
damage	fire_hazard	removed by SMT
damage	long-term_effect	removed by SMT
damage	return	removed by SMT
damage	serious_damage	removed by SMT
damage	breach_of_contract	removed by SMT
damage	permanent_disability	removed by SMT
damage	serious_consequence	removed by SMT
damage	aging_process	removed by SMT
damage	burning	removed by SMT
damage	mildew	removed by SMT
damage	serious_disease	removed by SMT
damage	sunburn	removed by SMT
damage	kidney_disease	removed by SMT
damage	aging_skin	removed by SMT
damage	blood_clot_formation	removed by SMT
damage	leakage	removed by SMT
damage	serious_symptom	removed by SMT
damage	depression	removed by SMT
damage	erectile_dysfunction	removed by SMT
damage	mortality	removed by SMT
damage	joint_pain	removed by SMT
damage	bodily_injury	removed by SMT
damage	premature_death	removed by SMT
damage	cp	removed by SMT
damage	hazard	removed by SMT
damage	malnutrition	removed by SMT
damage	stretch_mark	removed by SMT
damage	loss_of_sensation	removed by SMT
damage	hearing	removed by SMT
damage	poverty	removed by SMT
damage	thrombosis	removed by SMT
damage	health_risk	removed by SMT
damage	obstruction	removed by SMT
damage	deafness	removed by SMT
damage	decision	removed by SMT
damage	alzheimer_'_s_disease	removed by SMT
damage	jaundice	removed by SMT
damage	skin	removed by SMT
damage	physical_damage	removed by SMT
damage	engine_problem	removed by SMT
damage	loss_of_income	removed by SMT
damage	fibrosis	removed by SMT
damage	breakdown_of_collagen	removed by SMT
damage	conflict	removed by SMT
damage	macular_degeneration	removed by SMT
damage	heart_problem	removed by SMT
damage	aid	removed by SMT
damage	clinical_disease	removed by SMT
damage	abnormality	removed by SMT
